Date,Component,Type,Event,Event ID
2025-02-11 04:10:52,sfp_onyphe,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",304
2025-02-11 04:10:52,sfp_onyphe,ERROR,"You enabled sfp_onyphe, but did not set an API key!",305
2025-02-11 04:10:52,sfp_badpackets,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",306
2025-02-11 04:10:52,sfp_badpackets,ERROR,You enabled sfp_badpackets but did not set an API key!,307
2025-02-11 04:10:52,sfp_blocklistde,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",308
2025-02-11 04:10:52,sfp_blocklistde,DEBUG,Checking maliciousness of 18.235.237.96 (IP_ADDRESS) with blocklist.de,309
2025-02-11 04:10:52,sflib,STATUS,"Fetching (GET): https://lists.blocklist.de/lists/all.txt (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",310
2025-02-11 04:10:53,sflib,STATUS,Fetched https://reputation.alienvault.com/reputation.generic (40171 bytes in 1.8493289947509766s),311
2025-02-11 04:10:53,sfp_c99,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",312
2025-02-11 04:10:53,sfp_c99,ERROR,"You enabled sfp_c99, but did not set an API key!",313
2025-02-11 04:10:53,sfp_binaryedge,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",314
2025-02-11 04:10:53,sfp_binaryedge,ERROR,You enabled sfp_binaryedge but did not set an API key!,315
2025-02-11 04:10:53,sfp_dnsneighbor,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",316
2025-02-11 04:10:53,sfp_dnsneighbor,DEBUG,"Lookaside max: 18.235.237.96, min: 18.235.237.111",317
2025-02-11 04:10:53,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.96,318
2025-02-11 04:10:53,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.97,319
2025-02-11 04:10:53,sflib,STATUS,Fetched https://lists.blocklist.de/lists/all.txt (330733 bytes in 1.5315067768096924s),320
2025-02-11 04:10:53,sfp_googlesafebrowsing,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",321
2025-02-11 04:10:53,sfp_googlesafebrowsing,ERROR,You enabled sfp_googlesafebrowsing but did not set an API key!,322
2025-02-11 04:10:53,sfp_dnsdb,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",323
2025-02-11 04:10:53,sfp_dnsdb,ERROR,You enabled sfp_dnsdb but did not set an API key!,324
2025-02-11 04:10:53,sfp_greensnow,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",325
2025-02-11 04:10:53,sfp_greensnow,DEBUG,Checking maliciousness of 18.235.237.96 (IP_ADDRESS) with greensnow.co,326
2025-02-11 04:10:53,sflib,STATUS,"Fetching (GET): https://blocklist.greensnow.co/greensnow.txt (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",327
2025-02-11 04:10:54,sflib,STATUS,Fetched https://blocklist.greensnow.co/greensnow.txt (76389 bytes in 0.8489000797271729s),328
2025-02-11 04:10:54,sfp_emergingthreats,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",329
2025-02-11 04:10:54,sfp_emergingthreats,DEBUG,Checking maliciousness of 18.235.237.96 with EmergingThreats.net,330
2025-02-11 04:10:54,sflib,STATUS,"Fetching (GET): https://rules.emergingthreats.net/blockrules/compromised-ips.txt (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",331
2025-02-11 04:10:58,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.97,332
2025-02-11 04:10:58,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-97.compute-1.amazonaws.com,333
2025-02-11 04:10:58,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.98,334
2025-02-11 04:10:59,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.98,335
2025-02-11 04:10:59,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-98.compute-1.amazonaws.com,336
2025-02-11 04:10:59,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.99,337
2025-02-11 04:10:59,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,338
2025-02-11 04:10:59,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,339
2025-02-11 04:11:04,sflib,ERROR,Failed to connect to https://rules.emergingthreats.net/blockrules/compromised-ips.txt,340
2025-02-11 04:11:04,sfp_emergingthreats,ERROR,Unable to fetch https://rules.emergingthreats.net/blockrules/compromised-ips.txt,341
2025-02-11 04:11:04,sfp_greynoise,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",342
2025-02-11 04:11:04,sfp_greynoise,ERROR,You enabled sfp_greynoise but did not set an API key!,343
2025-02-11 04:11:04,sfp_ipapico,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",344
2025-02-11 04:11:04,sflib,STATUS,"Fetching (GET): https://ipapi.co/18.235.237.96/json/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",345
2025-02-11 04:11:05,sflib,STATUS,Fetched https://ipapi.co/18.235.237.96/json/ (765 bytes in 0.3928964138031006s),346
2025-02-11 04:11:06,sfp_dnsresolve,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",347
2025-02-11 04:11:06,sfp__stor_db,DEBUG,Storing an event: GEOINFO,348
2025-02-11 04:11:06,sfp__stor_db,DEBUG,Storing an event: RAW_RIR_DATA,349
2025-02-11 04:11:09,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.99 failed.,350
2025-02-11 04:11:09,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.100,351
2025-02-11 04:11:15,sflib,ERROR,Failed to connect to https://api.bgpview.io/ip/18.235.237.96,352
2025-02-11 04:11:16,sfp_bgpview,STATUS,No results found for IP address 18.235.237.96,353
2025-02-11 04:11:16,sfp_alienvaultiprep,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",354
2025-02-11 04:11:16,sfp_alienvaultiprep,DEBUG,Checking maliciousness of 18.235.237.97 (AFFILIATE_IPADDR) with AlienVault IP Reputation Database,355
2025-02-11 04:11:16,sfp_blocklistde,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",356
2025-02-11 04:11:16,sfp_blocklistde,DEBUG,Checking maliciousness of 18.235.237.97 (AFFILIATE_IPADDR) with blocklist.de,357
2025-02-11 04:11:16,sfp_greensnow,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",358
2025-02-11 04:11:16,sfp_greensnow,DEBUG,Checking maliciousness of 18.235.237.97 (AFFILIATE_IPADDR) with greensnow.co,359
2025-02-11 04:11:16,sfp_emergingthreats,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",360
2025-02-11 04:11:16,sfp_cybercrimetracker,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",361
2025-02-11 04:11:16,sfp_cybercrimetracker,DEBUG,Checking maliciousness of 18.235.237.96 (IP_ADDRESS) with CyberCrime-Tracker.net,362
2025-02-11 04:11:16,sflib,STATUS,"Fetching (GET): https://cybercrime-tracker.net/all.php (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=10, cookies=None)",363
2025-02-11 04:11:16,sfp_fortinet,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",364
2025-02-11 04:11:16,sflib,STATUS,"Fetching (GET): https://www.fortiguard.com/search?q=18.235.237.96&engine=8 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",365
2025-02-11 04:11:19,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.100 failed.,366
2025-02-11 04:11:19,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.101,367
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.101 failed.,368
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.102,369
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.102,370
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-102.compute-1.amazonaws.com,371
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.103,372
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.103,373
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-103.compute-1.amazonaws.com,374
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.104,375
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.104,376
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-104.compute-1.amazonaws.com,377
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.105,378
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.105,379
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-105.compute-1.amazonaws.com,380
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.106,381
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,382
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,383
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.106,384
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-106.compute-1.amazonaws.com,385
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.107,386
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.107,387
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-107.compute-1.amazonaws.com,388
2025-02-11 04:11:29,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.108,389
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,390
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,391
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,392
2025-02-11 04:11:29,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,393
2025-02-11 04:11:31,sflib,ERROR,Failed to connect to https://www.fortiguard.com/search?q=18.235.237.96&engine=8,394
2025-02-11 04:11:31,sfp_fortinet,ERROR,Unexpected HTTP response code None from FortiGuard Antispam.,395
2025-02-11 04:11:32,sfp_customfeed,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",396
2025-02-11 04:11:32,sfp_customfeed,ERROR,You enabled sfp_customfeed but defined no custom feed URL!,397
2025-02-11 04:11:32,sfp_fraudguard,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",398
2025-02-11 04:11:32,sfp_fraudguard,ERROR,You enabled sfp_fraudguard but did not set an API username/password!,399
2025-02-11 04:11:32,sfp_circllu,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",400
2025-02-11 04:11:32,sfp_circllu,ERROR,You enabled sfp_circllu but did not set an credentials!,401
2025-02-11 04:11:32,sfp_fsecure_riddler,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",402
2025-02-11 04:11:32,sfp_fsecure_riddler,ERROR,You enabled sfp_fsecure_riddler but did not set an API username/password!,403
2025-02-11 04:11:32,sfp_cinsscore,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",404
2025-02-11 04:11:32,sfp_cinsscore,DEBUG,Checking maliciousness of 18.235.237.96 with cinsscore.com,405
2025-02-11 04:11:32,sflib,STATUS,"Fetching (GET): https://cinsscore.com/list/ci-badguys.txt (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",406
2025-02-11 04:11:34,sflib,STATUS,Fetched https://cinsscore.com/list/ci-badguys.txt (214244 bytes in 2.761545181274414s),407
2025-02-11 04:11:34,sfp_dronebl,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",408
2025-02-11 04:11:34,sfp_dronebl,DEBUG,Checking DroneBL blacklist: 96.237.235.18.dnsbl.dronebl.org,409
2025-02-11 04:11:35,sfp_cleantalk,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",410
2025-02-11 04:11:35,sfp_cleantalk,DEBUG,Checking maliciousness of 18.235.237.96 with CleanTalk Spam List,411
2025-02-11 04:11:35,sflib,STATUS,"Fetching (GET): https://iplists.firehol.org/files/cleantalk_7d.ipset (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",412
2025-02-11 04:11:39,sflib,STATUS,Fetched https://iplists.firehol.org/files/cleantalk_7d.ipset (160204 bytes in 3.5926942825317383s),413
2025-02-11 04:11:39,sfp_hosting,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",414
2025-02-11 04:11:39,sflib,STATUS,"Fetching (GET): https://raw.githubusercontent.com/client9/ipcat/master/datacenters.csv (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",415
2025-02-11 04:11:39,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.108 failed.,416
2025-02-11 04:11:39,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.109,417
2025-02-11 04:11:40,sflib,STATUS,Fetched https://raw.githubusercontent.com/client9/ipcat/master/datacenters.csv (229270 bytes in 1.5195057392120361s),418
2025-02-11 04:11:40,sfp_ipinfo,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",419
2025-02-11 04:11:40,sfp_ipinfo,ERROR,You enabled sfp_ipinfo but did not set an API key!,420
2025-02-11 04:11:40,sfp_iknowwhatyoudownload,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",421
2025-02-11 04:11:40,sfp_iknowwhatyoudownload,ERROR,You enabled sfp_iknowwhatyoudownload but did not set an API key!,422
2025-02-11 04:11:40,sfp_ipqualityscore,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",423
2025-02-11 04:11:40,sfp_ipqualityscore,ERROR,You enabled sfp_ipqualityscore but did not set an API Key!,424
2025-02-11 04:11:40,sfp_honeypot,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",425
2025-02-11 04:11:40,sfp_honeypot,ERROR,You enabled sfp_honeypot but did not set an API key!,426
2025-02-11 04:11:40,sfp_intelx,ERROR,You enabled sfp_intelx but did not set an API key and/or base URL!,427
2025-02-11 04:11:40,sfp_hackertarget,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",428
2025-02-11 04:11:40,sflib,STATUS,"Fetching (GET): https://api.hackertarget.com/reverseiplookup/?q=18.235.237.96 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",429
2025-02-11 04:11:40,sfp__stor_db,DEBUG,Storing an event: PROVIDER_HOSTING,430
2025-02-11 04:11:41,sflib,ERROR,Failed to connect to https://cybercrime-tracker.net/all.php,431
2025-02-11 04:11:41,sfp_cybercrimetracker,ERROR,Unexpected HTTP response code None from CyberCrime-Tracker.net.,432
2025-02-11 04:11:41,sfp_fortinet,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",433
2025-02-11 04:11:41,sfp_customfeed,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",434
2025-02-11 04:11:41,sfp_cinsscore,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",435
2025-02-11 04:11:41,sfp_cinsscore,DEBUG,Checking maliciousness of 18.235.237.97 with cinsscore.com,436
2025-02-11 04:11:41,sfp_dronebl,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",437
2025-02-11 04:11:41,sfp_dronebl,DEBUG,Checking DroneBL blacklist: 97.237.235.18.dnsbl.dronebl.org,438
2025-02-11 04:11:42,sflib,STATUS,Fetched https://api.hackertarget.com/reverseiplookup/?q=18.235.237.96 (41 bytes in 1.6760015487670898s),439
2025-02-11 04:11:42,sfp_hackertarget,DEBUG,Found 1 on 18.235.237.96,440
2025-02-11 04:11:42,sfp_hackertarget,STATUS,Found something on same IP: ec2-18-235-237-96.compute-1.amazonaws.com,441
2025-02-11 04:11:42,sfp_hackertarget,DEBUG,Skipping ec2-18-235-237-96.compute-1.amazonaws.com because it is on the same domain.,442
2025-02-11 04:11:42,sfp_metadefender,ERROR,You enabled sfp_metadefender but did not set an API key!,443
2025-02-11 04:11:42,sfp_ipapicom,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",444
2025-02-11 04:11:42,sfp_ipapicom,ERROR,You enabled sfp_ipapicom but did not set an API key!,445
2025-02-11 04:11:42,sfp_networksdb,ERROR,You enabled sfp_networksdb but did not set an API key!,446
2025-02-11 04:11:42,sfp_ipstack,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",447
2025-02-11 04:11:42,sfp_ipstack,ERROR,You enabled sfp_ipstack but did not set an API key!,448
2025-02-11 04:11:42,sfp_portscan_tcp,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",449
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Scanning 49 ports on 18.235.237.96,450
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 161 on 18.235.237.96,451
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 389 on 18.235.237.96,452
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 23 on 18.235.237.96,453
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 512 on 18.235.237.96,454
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 465 on 18.235.237.96,455
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 113 on 18.235.237.96,456
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 631 on 18.235.237.96,457
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 514 on 18.235.237.96,458
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 138 on 18.235.237.96,459
2025-02-11 04:11:42,sfp_portscan_tcp,STATUS,Spawning thread to check port: 143 on 18.235.237.96,460
2025-02-11 04:11:49,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.109 failed.,461
2025-02-11 04:11:49,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.110,462
2025-02-11 04:11:56,sfp_cleantalk,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",463
2025-02-11 04:11:56,sfp_cleantalk,DEBUG,Checking maliciousness of 18.235.237.97 with CleanTalk Spam List,464
2025-02-11 04:11:56,sfp_mnemonic,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",465
2025-02-11 04:11:56,sflib,STATUS,"Fetching (GET): https://api.mnemonic.no/pdns/v3/18.235.237.96?limit=500&offset=0 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",466
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 9000 on 18.235.237.96,467
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 2638 on 18.235.237.96,468
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 1433 on 18.235.237.96,469
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 990 on 18.235.237.96,470
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 79 on 18.235.237.96,471
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 1080 on 18.235.237.96,472
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 81 on 18.235.237.96,473
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 992 on 18.235.237.96,474
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 5903 on 18.235.237.96,475
2025-02-11 04:11:57,sfp_portscan_tcp,STATUS,Spawning thread to check port: 179 on 18.235.237.96,476
2025-02-11 04:11:58,sflib,STATUS,Fetched https://api.mnemonic.no/pdns/v3/18.235.237.96?limit=500&offset=0 (221 bytes in 1.5476744174957275s),477
2025-02-11 04:11:58,sfp_mnemonic,STATUS,No results found for 18.235.237.96,478
2025-02-11 04:11:58,sfp_mnemonic,STATUS,No passive DNS data found for 18.235.237.96,479
2025-02-11 04:11:58,sfp_bingsharedip,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",480
2025-02-11 04:11:58,sfp_bingsharedip,ERROR,You enabled sfp_bingsharedip but did not set a Bing API key!,481
2025-02-11 04:11:58,sfp_maltiverse,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",482
2025-02-11 04:11:58,sflib,STATUS,"Fetching (GET): https://api.maltiverse.com/ip/18.235.237.96 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=15, cookies=None)",483
2025-02-11 04:11:59,sfp_dnsneighbor,DEBUG,Look-aside resolve for 18.235.237.110 failed.,484
2025-02-11 04:11:59,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 18.235.237.111,485
2025-02-11 04:12:04,sfp_dnsneighbor,DEBUG,Found host: 18.235.237.111,486
2025-02-11 04:12:04,sfp_dnsneighbor,DEBUG,Found host: ec2-18-235-237-111.compute-1.amazonaws.com,487
2025-02-11 04:12:04,sfp_greensnow,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",488
2025-02-11 04:12:04,sfp_greensnow,DEBUG,Checking maliciousness of 18.235.237.98 (AFFILIATE_IPADDR) with greensnow.co,489
2025-02-11 04:12:04,sfp_dnsresolve,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",490
2025-02-11 04:12:04,sfp_dnsresolve,DEBUG,Found host: 18.235.237.97,491
2025-02-11 04:12:04,sfp_dnsresolve,DEBUG,Found host: ec2-18-235-237-97.compute-1.amazonaws.com,492
2025-02-11 04:12:04,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_IPADDR,493
2025-02-11 04:12:05,sfp_cybercrimetracker,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",494
2025-02-11 04:12:05,sfp_cinsscore,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",495
2025-02-11 04:12:05,sfp_cinsscore,DEBUG,Checking maliciousness of 18.235.237.98 with cinsscore.com,496
2025-02-11 04:12:05,sfp_dronebl,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",497
2025-02-11 04:12:05,sfp_dronebl,DEBUG,Checking DroneBL blacklist: 98.237.235.18.dnsbl.dronebl.org,498
2025-02-11 04:12:05,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_INTERNET_NAME,499
2025-02-11 04:12:05,sfp__stor_db,DEBUG,Storing an event: AFFILIATE_DOMAIN_NAME,500
2025-02-11 04:12:05,sfp_cleantalk,DEBUG,"Received event, AFFILIATE_IPADDR, from sfp_dnsneighbor",501
2025-02-11 04:12:05,sfp_cleantalk,DEBUG,Checking maliciousness of 18.235.237.98 with CleanTalk Spam List,502
2025-02-11 04:12:05,sfp_multiproxy,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",503
2025-02-11 04:12:05,sfp_multiproxy,DEBUG,Checking maliciousness of 18.235.237.96 (IP_ADDRESS) with multiproxy.org open proxy list,504
2025-02-11 04:12:05,sflib,STATUS,"Fetching (GET): http://multiproxy.org/txt_all/proxy.txt (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",505
2025-02-11 04:12:09,sflib,ERROR,Failed to connect to https://api.maltiverse.com/ip/18.235.237.96,506
2025-02-11 04:12:09,sfp_maltiverse,DEBUG,No information found from Maltiverse for IP Address,507
2025-02-11 04:12:09,sfp_robtex,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",508
2025-02-11 04:12:09,sflib,STATUS,"Fetching (GET): https://freeapi.robtex.com/ipquery/18.235.237.96 (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",509
2025-02-11 04:12:10,sflib,STATUS,Fetched https://freeapi.robtex.com/ipquery/18.235.237.96 (255 bytes in 1.236767053604126s),510
2025-02-11 04:12:10,sfp_robtex,STATUS,No results from robtex API for 18.235.237.96,511
2025-02-11 04:12:10,sfp_focsec,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",512
2025-02-11 04:12:10,sfp_focsec,ERROR,You enabled sfp_focsec but did not set an API key!,513
2025-02-11 04:12:10,sfp_malwarepatrol,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",514
2025-02-11 04:12:10,sfp_malwarepatrol,ERROR,You enabled sfp_malwarepatrol but did not provide a receipt ID!,515
2025-02-11 04:12:10,sfp_neutrinoapi,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",516
2025-02-11 04:12:10,sfp_neutrinoapi,ERROR,You enabled sfp_neutrinoapi but did not set an API key!,517
2025-02-11 04:12:10,sfp_leakix,DEBUG,"You enabled sfp_leakix but did not set an API key, results are limited",518
2025-02-11 04:12:10,sfp_leakix,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",519
2025-02-11 04:12:10,sflib,STATUS,"Fetching (GET): https://leakix.net/host/18.235.237.96 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=15, cookies=None)",520
2025-02-11 04:12:10,sfp__stor_db,DEBUG,Storing an event: RAW_RIR_DATA,521
2025-02-11 04:12:12,sflib,STATUS,Fetched https://leakix.net/host/18.235.237.96 (17 bytes in 2.2420613765716553s),522
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 110 on 18.235.237.96,523
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 21 on 18.235.237.96,524
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 80 on 18.235.237.96,525
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 445 on 18.235.237.96,526
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 139 on 18.235.237.96,527
2025-02-11 04:12:12,sfp_portscan_tcp,STATUS,Spawning thread to check port: 119 on 18.235.237.96,528
